"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-94.2236365847713,3.4528899389929,0.0206345957282022,0.172158341953934,402.262296035481
"prior",-40.0631549837838,9.43124462237524,0.056361460525804,0.384176682532037,602.665061950795
"alpha",0.117670018120003,0.0290089583186903,0.00017335858888599,0.000994721317983293,850.474736086057
"sig2",0.409388007150102,0.100885113467471,0.000602893103509186,0.00198455211128268,2584.21807032413
"k",5.20127852576694,2.05088477621574,0.0122561619368266,0.0838191539575805,598.681691226631
"ntheta",6.20127852576694,2.05088477621574,0.0122561619368266,0.0838191539575805,598.681691226631
"root",0.185318780638547,0.465031569351709,0.00277904555429378,0.0139062786146378,1118.26059247002
"all theta",1.04967178524082,1.52931942532756,NA,NA,NA
