"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-98.6200708710095,3.01993904014154,0.0180472654263956,0.121556544778279,617.219529621486
"prior",-40.3156373443262,9.93916907769474,0.0593968355250552,0.410678894407662,585.727195256213
"alpha",0.117183170754321,0.0232315620150154,0.000138832658666879,0.000568867297399725,1667.76511923965
"sig2",0.481253585029433,0.110893831909078,0.000662705568559894,0.00193218640918086,3293.94797318374
"k",5.25527659726438,2.15548538520043,0.0128812589765406,0.0891882758657438,584.083083470595
"ntheta",6.25527659726438,2.15548538520043,0.0128812589765406,0.0891882758657438,584.083083470595
"root",0.231155792086535,0.5339620538051,0.00319097663381718,0.0143119331777521,1391.9517776929
"all theta",1.02204698454902,1.54997268299861,NA,NA,NA
