"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-97.0020212091118,3.31766822596706,0.0198265058581912,0.147459965205253,506.194768875791
"prior",-41.5267448372558,9.92564123467398,0.0593159926436602,0.410928644942163,583.424032648566
"alpha",0.132023811118076,0.0259458704792298,0.000155053464667153,0.000627308829272087,1710.69935304959
"sig2",0.491451874904475,0.114372814325614,0.000683496093881907,0.00237073711395938,2327.44173771125
"k",5.54498053640941,2.154046002082,0.0128726571707282,0.0893205533266215,581.576886663956
"ntheta",6.54498053640941,2.154046002082,0.0128726571707282,0.0893205533266215,581.576886663956
"root",0.108273890351915,0.545613943641267,0.00326060875082262,0.0177137871058568,948.74189670669
"all theta",1.04146073086594,1.57434986587256,NA,NA,NA
