"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-93.6006764994211,3.09984081022018,0.0185247613074318,0.13962684771733,492.879683108081
"prior",-40.5100439639162,9.82354260724069,0.0587058475366011,0.405650655288801,586.451231388982
"alpha",0.0948132355838042,0.030025628070415,0.000179434244260644,0.00126210397568558,565.970678066471
"sig2",0.351520187990315,0.0963733385721862,0.000575930572810044,0.00242546506743003,1578.78779357389
"k",5.220027856148,2.14349021439894,0.0128095754000141,0.0892617694990136,576.649641721077
"ntheta",6.220027856148,2.14349021439894,0.0128095754000141,0.0892617694990136,576.649641721077
"root",0.340216109503795,0.482227797981273,0.0028818108413693,0.0144521125274717,1113.37589493935
"all theta",0.981151217345843,1.55767220049397,NA,NA,NA
