"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-96.2482997956791,3.19219453075221,0.0190766704967903,0.136634159425466,545.833415901618
"prior",-40.9612788247817,9.96790377943245,0.0595685551466488,0.41876011633916,566.600626735771
"alpha",0.0984294378376284,0.031560317308367,0.000188605602906034,0.00115694963015612,744.138575831152
"sig2",0.388248434721178,0.107175382553365,0.000640483980108887,0.00263498200429174,1654.37811993922
"k",5.32627406164066,2.17680270262908,0.0130086520400097,0.0920321912240393,559.446564367859
"ntheta",6.32627406164066,2.17680270262908,0.0130086520400097,0.0920321912240393,559.446564367859
"root",0.308038230653899,0.513012018941905,0.00306577846430361,0.0167746029453233,935.29924009603
"all theta",0.964784613903083,1.58762261442316,NA,NA,NA
