"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-92.9820830244019,3.00825859605223,0.0179774626681359,0.122313996366053,604.892250325381
"prior",-40.7560440532009,9.66667098980963,0.0577683770512652,0.388269233749092,619.851872544668
"alpha",0.0996835604529193,0.0296533225843438,0.000177209333149023,0.00122790498635939,583.199574192349
"sig2",0.351971470850849,0.0923736681038885,0.000552028396772708,0.00216022522098839,1828.5141042696
"k",5.29620370701046,2.10861571427844,0.0126011641202096,0.085223391042277,612.177348314407
"ntheta",6.29620370701046,2.10861571427844,0.0126011641202096,0.085223391042277,612.177348314407
"root",0.408440165189346,0.473646406573975,0.00283052813453425,0.0148146712209949,1022.17312463473
"all theta",0.991045844500104,1.53347089060876,NA,NA,NA
