"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-95.2228472798687,3.18406618640275,0.0190280952156333,0.150076028722136,450.133686700379
"prior",-40.7731189569262,9.85792257180299,0.058911303453942,0.403768249404595,596.082642406033
"alpha",0.108128889941759,0.0265061639226554,0.000158401798642032,0.000881966320578563,903.21211988997
"sig2",0.394999710853093,0.0968961648629845,0.00057905500171954,0.0020757899331386,2178.94552758201
"k",5.32527409735367,2.13907025465089,0.0127831615599707,0.0879513061077612,591.514657330514
"ntheta",6.32527409735367,2.13907025465089,0.0127831615599707,0.0879513061077612,591.514657330514
"root",0.231999568755561,0.47747508171269,0.00285340843626928,0.0145775721575262,1072.83028268328
"all theta",0.975513455908969,1.5889935554795,NA,NA,NA
