"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-94.6144730220016,3.27536892647176,0.0195737237075599,0.148806725657467,484.479413717802
"prior",-41.4582408126263,9.9827275905924,0.0596571427807296,0.432754746413109,532.126344722975
"alpha",0.0961722511484592,0.0300799880358866,0.000179759101389346,0.00129146096579475,542.49126523859
"sig2",0.372534987406152,0.10018359090478,0.000598700779186339,0.00235113221364608,1815.67905785315
"k",5.4291989571801,2.1804642930595,0.0130305338374574,0.0944603006071365,532.843057438967
"ntheta",6.4291989571801,2.1804642930595,0.0130305338374574,0.0944603006071365,532.843057438967
"root",0.31835200941166,0.502855590403579,0.00300508327834819,0.0150461554449057,1116.95448616228
"all theta",1.0501870977726,1.58257456423675,NA,NA,NA
