"","pp","magnitude.of.theta2","naive.SE.of.theta2","rel.location"
"1",0.0442127066890468,1.62251917150168,0.0424058590851483,0.292456499893741
"2",0.0392485982643477,2.66265341987364,0.0413836885706684,0.511030027791604
"3",0.0474983036320131,1.52901851816082,0.0440995592510427,0.00957974735713867
"4",0.0411413878075783,1.48536607193711,0.0464811863095923,47.680593123754
"5",0.0206064069140388,1.9873104871683,0.0527205009646484,0.0711206155328537
"6",0.0272490268204707,2.19618179006763,0.0446997597067709,0.217630059079534
"7",0.0351773150958894,2.76441152541268,0.0448174048067246,0.766988886998204
"8",0.0316417270811757,2.02312113672065,0.0259193217394901,0.0417655838128759
"9",0.0382486339773579,1.60926041909352,0.0433151095865809,0.134871368245116
"10",0.050248205421235,2.35475628222719,0.0208156400169285,1.24414943462249
"11",0.0390700332130995,1.73634325289361,0.0512916928563779,0.0525339143625065
"12",0.0207135459447877,2.15585919031452,0.0275944304428585,1.23664355998201
"13",0.022534909467519,2.45824332811899,0.0412689152462497,1.30587183465696
"14",0.0224277704367701,1.97526605790274,0.0335621116174473,0.558482409222879
"15",0.0379986429056105,1.30926665612868,0.0404363527916181,3.9740036434571
"16",0.0427127602585622,1.59764799451904,0.0421343713201329,0.323299748211457
"17",0.0456769401092818,0.804124769697946,0.0463168708332351,70.8759590356102
"18",0.0322131352451698,1.37311767599082,0.0480587309426846,0.174077693265343
"19",0.0336416556551552,1.03077406899191,0.0387678611722432,79.1471614706086
"20",0.0382486339773579,0.379435565909059,0.0389861119202825,1392.76708588938
"21",0.0397485804078426,1.65027849023885,0.0540456083004577,0.00628084109666203
"22",0.0554623049176815,0.612984696723298,0.0206296707444417,0.080363382254256
"23",0.0471768865397664,2.1963292461087,0.0385284330469018,0.0320662543717048
"24",0.0634263062033499,0.748724107365347,0.0186896620577473,0.524704359481459
"25",0.0432127424020571,1.13417065943895,0.0208855228097955,1.20950170662792
"26",0.043605585514803,-0.0717144407841461,0.0505563208540496,11.2812710881257
"27",0.0794971608156852,0.93281511543724,0.0124252948506561,11.7416158833082
"28",0.0475697296525124,1.51764565134869,0.0341839776694501,0.187032667816473
"29",0.0642477054390915,1.09608468822381,0.0150927186119112,0.0981822777023671
"30",0.0222492053855219,2.13198134218311,0.0220816125922467,0.158919553879168
"31",0.0468197564372701,0.764595503078489,0.0423826202911917,13.4471360644581
"32",0.0514624477697225,2.21779810180446,0.0482156759121926,1.10097865627196
"33",0.0393914503053462,0.821665591612622,0.0427655585282148,0.0638053499120339
"34",0.0501410663904861,0.771186994857148,0.0544048322520052,0.065193444733632
"35",0.032391700296418,1.57346384491963,0.0468182122287334,0.0210351752280369
"36",0.0317845791221742,1.78309549124038,0.044274225021096,0.709462816915439
"37",0.0561051391021749,2.04305353037414,0.0425658309698661,0.381294938791194
"38",0.0412128138280776,2.30875771264766,0.0453084359009253,8.35959458358741
"39",0.0304631977429378,1.98366034433696,0.0328326996344188,29.679419396859
"40",0.0296775115174458,2.0841032567924,0.0505819093695324,4.47216783539366
"41",0.0284275561587086,1.69383382146225,0.0330248114104688,0.912669680873476
"42",0.0348558980036427,1.92963307411713,0.0303371356672916,0.115429824411741
"43",0.0362487054033784,2.62520462399407,0.0537000647808284,0.143085084713411
"44",0.0182136352273133,1.87483536924552,0.0238449838629414,0.797692198601049
