"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-95.3591433785808,3.03881099189323,0.0181600448957325,0.130784929220252,539.873454672839
"prior",-40.9573428164117,9.91248265928457,0.0592373565190467,0.403437976732952,603.686309379234
"alpha",0.102243960317672,0.0269778309494094,0.000161220497930846,0.000885968795912499,927.20807563919
"sig2",0.391224792282065,0.100526286473959,0.000600748740358809,0.00218633139172249,2114.10862629576
"k",5.34805899789293,2.15717918494215,0.0128913811853375,0.0874584706789447,608.37125284418
"ntheta",6.34805899789293,2.15717918494215,0.0128913811853375,0.0874584706789447,608.37125284418
"root",0.330995545845537,0.505390032851183,0.00302022919849819,0.014296232308745,1249.7126097089
"all theta",0.965169806621997,1.57372945387358,NA,NA,NA
