"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-94.0200895092834,3.22211998260567,0.0192555060843387,0.152126655730598,448.613956421061
"prior",-40.1339130923002,9.91609232465835,0.0592589280104692,0.410375486309024,583.872878808585
"alpha",0.101465153991759,0.0292314920995861,0.000174688458845875,0.00114953567856121,646.631799224916
"sig2",0.36390994051565,0.0941954424946413,0.000562915386721811,0.00201047383548711,2195.14357156381
"k",5.16560122852755,2.1642477008958,0.0129336228934947,0.0904711284949127,572.260690550757
"ntheta",6.16560122852755,2.1642477008958,0.0129336228934947,0.0904711284949127,572.260690550757
"root",0.324955139634669,0.48825703156697,0.00291784176033571,0.0162512884056238,902.654221523287
"all theta",0.980730845942748,1.5583192829882,NA,NA,NA
