"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-99.3941979815656,2.8758717085874,0.0171863138186743,0.110552096900376,676.713823264976
"prior",-40.0256155704999,9.96736939780919,0.0595653616626527,0.432030620952261,532.270073563084
"alpha",0.121635979090273,0.0251384930428502,0.000150228547773154,0.000656726932532846,1465.24019979137
"sig2",0.515943415055952,0.118089787072199,0.000705708858063116,0.00200410494676597,3472.03231840604
"k",5.19706439055748,2.16414449191578,0.0129330061128802,0.0936886953465352,533.578257888723
"ntheta",6.19706439055748,2.16414449191578,0.0129330061128802,0.0936886953465352,533.578257888723
"root",0.235072798279555,0.541629820198371,0.00323679948437395,0.0154225234192497,1233.3724896694
"all theta",1.02677371959053,1.56620512840136,NA,NA,NA
