"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-102.650825956511,2.62200996629987,0.015669226823284,0.0914144779709131,822.694718341057
"prior",-39.4414790511651,9.51392390456757,0.0568555549201461,0.393115144650747,585.706166591519
"alpha",0.130877450431819,0.0197877006387595,0.000118252017957625,0.000349697420143494,3201.88556468741
"sig2",0.629500474906562,0.137738228113284,0.00082312865560536,0.00254167535646238,2936.76251017605
"k",5.07249741080676,2.06026030130784,0.012312190415415,0.0848255066125972,589.917479064007
"ntheta",6.07249741080676,2.06026030130784,0.012312190415415,0.0848255066125972,589.917479064007
"root",0.158000554824911,0.574709888004274,0.00343448717146988,0.0175460433749168,1072.84984154928
"all theta",1.0455630414755,1.5764610448081,NA,NA,NA
