"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-94.5837644694188,3.11949342997655,0.0186422060771284,0.126487826069416,608.234000402707
"prior",-40.2609393758202,9.81609592445465,0.0586613458897137,0.399894992272812,602.539685077587
"alpha",0.125506901299938,0.0220798539236622,0.000131950009268299,0.000553160134659392,1593.27464286962
"sig2",0.448446964190734,0.101379656455137,0.000605848510371552,0.00207211732071294,2393.71779532278
"k",5.27120459983572,2.13217253614416,0.0127419405435618,0.0870127671636257,600.452599905703
"ntheta",6.27120459983572,2.13217253614416,0.0127419405435618,0.0870127671636257,600.452599905703
"root",0.176892230048133,0.522794361164826,0.00312423809684659,0.0143577466361364,1325.83420378549
"all theta",0.921672032398398,1.5164947322585,NA,NA,NA
