"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-94.9257229424113,3.15930199575904,0.0188801035125968,0.140357765031973,506.65157298907
"prior",-40.2452836724663,9.96165254901341,0.0595311975665406,0.403151503666524,610.556996129283
"alpha",0.111335746398416,0.0268601648969771,0.000160517321326387,0.000815306610048099,1085.36402443055
"sig2",0.40688717629246,0.101610014175707,0.000607225136479199,0.00212338748410603,2289.88945715519
"k",5.22792043141316,2.16797644134802,0.0129559059819123,0.087751815716301,610.375220610484
"ntheta",6.22792043141316,2.16797644134802,0.0129559059819123,0.087751815716301,610.375220610484
"root",0.29782813234398,0.504558092149354,0.00301525749063741,0.0146873949160954,1180.13803307826
"all theta",0.960344226486755,1.53331931877739,NA,NA,NA
