"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-94.6185630521685,2.9720784323907,0.0177612486955719,0.130784918368307,516.422553811789
"prior",-40.8098385284478,9.5244399177555,0.0569183989970322,0.379136163881709,631.085889607219
"alpha",0.105716794025101,0.0267055034758042,0.000159593059054192,0.000851627674107863,983.33615827548
"sig2",0.400759235405215,0.0993383578830653,0.000593649635938985,0.0019512053191385,2591.95830301683
"k",5.33416663690582,2.06655512852456,0.0123498085315701,0.0821521412814409,632.785057189236
"ntheta",6.33416663690582,2.06655512852456,0.0123498085315701,0.0821521412814409,632.785057189236
"root",0.329178618954457,0.472089177199179,0.00282122207521214,0.0136437685259403,1197.23499549528
"all theta",1.01233767059834,1.53616264528012,NA,NA,NA
