"","pp","magnitude.of.theta2","naive.SE.of.theta2","rel.location"
"1",0.0583193457376522,1.04578619856858,0.046557350032412,0.32637511170425
"2",0.0357844362701332,2.84230946943729,0.0513840572817363,1.25463055044526
"3",0.0357487232598836,2.06666304357628,0.044837272792926,0.0111182319153961
"4",0.0414985179100746,2.29409413102042,0.0303766770123546,34.1819908475756
"5",0.0308560408556837,1.84042738829052,0.0423959808772036,0.178996114946092
"6",0.0377486518338631,2.51209527065611,0.0251476334379066,0.312346508507428
"7",0.0368558265776222,2.3551324681705,0.0521841803036364,1.17801859126145
"8",0.0237491518160066,2.20308387211403,0.0298875390172377,0.203182301264846
"9",0.0567479732866683,1.18270427954645,0.0525246227409145,0.371803436328368
"10",0.0318202921324238,2.47183252447968,0.0288997756385279,0.56726350190708
"11",0.0328916824399129,1.98324002851511,0.0497550497689121,0.0687016020915751
"12",0.0318917181529231,2.26963537421907,0.0299015957136716,1.33989291852095
"13",0.0307846148351845,1.87226211888829,0.0393225414500643,3.69357037187822
"14",0.0262847755437306,1.96447432085404,0.025279310895752,0.583465580682557
"15",0.0291418163637013,2.20678228794283,0.0769282833099648,3.56111008385754
"16",0.0343202028498982,1.7201298446232,0.0479061037300607,0.938223363787911
"17",0.0398914324488411,0.885840529149808,0.0573335917540715,177.605846435921
"18",0.049855362308489,1.81978036834288,0.0657937716920257,0.28486697574966
"19",0.0288203992714546,1.23137750406172,0.0418930907021527,49.6022030126135
"20",0.0510338916467269,0.616925273554788,0.0351973120843675,1599.25614000306
"21",0.0243562729902503,1.74727300514146,0.0660121824182651,0.00402017486001257
"22",0.0322845612656691,0.918059520330558,0.0263924489581161,0.0766016016652224
"23",0.0299275025891932,2.07098275628378,0.0535722311131839,0.029892619634339
"24",0.0501410663904861,1.00531192409796,0.0227558854670833,1.59760449435465
"25",0.0357487232598836,1.20561597754986,0.0283757319133263,4.38580259699643
"26",0.0332130995321596,0.853831041860857,0.0409539659796931,3.07664004461394
"27",0.0437841505660512,1.10554948663377,0.0191393998292943,0.741882781519716
"28",0.0302846326916896,1.94072750479784,0.046960403140085,0.110180941933182
"29",0.0648191136030856,1.12857028065793,0.0139520593577085,0.0892539507645083
"30",0.02732045284097,2.34730234406008,0.0289065459797591,0.0636008914578532
"31",0.0230706046212635,1.92886662553297,0.0522081043554184,15.1727977223297
"32",0.0395343023463448,1.89295910787986,0.0516616391791606,0.0452784505811285
"33",0.0256062283489875,2.35593006295345,0.0366083614942813,12.5418705134869
"34",0.0347130459626442,1.17641695458651,0.065961429427645,0.0992020186891188
"35",0.0369986786186208,1.46065063416045,0.0482613563414137,1.66961693968109
"36",0.0481768508267562,1.95167486960496,0.0387734765497809,1.94220019022295
"37",0.0350701760651405,1.82281824157834,0.0460682984067707,0.507494250492976
"38",0.0266776186564766,1.75194995715626,0.0470865526687624,0.426084380145849
"39",0.0310346059069319,1.82129918590727,0.0465784636598762,1.62337485219935
"40",0.0298203635584443,1.41907210987914,0.054879604073151,20.8787042765191
"41",0.0277847219742152,2.34288265738956,0.029029555414462,0.447150336061882
"42",0.022534909467519,2.11423085674864,0.045246217885198,0.0912501888444032
"43",0.0406056926538338,1.76868517844571,0.0504921498724575,0.132146053182801
"44",0.0314631620299275,2.11438722759147,0.0274210504734533,0.682790227656086
"45",0.0161779936430842,2.14127105206607,0.0372699021452308,0.360392184233709
