"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-96.207744552685,3.06765377853865,0.0183324104366615,0.127007339164826,583.384720576454
"prior",-40.1249200871117,9.6013482450101,0.0573780059549922,0.392021003314996,599.854294416654
"alpha",0.129236006969628,0.0284162393178203,0.000169816478601715,0.000810420003675497,1229.45574010323
"sig2",0.456428581700922,0.10565819592373,0.000631417217686718,0.0018423970359866,3288.81867188426
"k",5.24088425413378,2.08799490032447,0.012477933386811,0.0856020299986831,594.964070283186
"ntheta",6.24088425413378,2.08799490032447,0.012477933386811,0.0856020299986831,594.964070283186
"root",0.134007329559571,0.523476711080722,0.00312831584473559,0.0152363321503131,1180.41268250818
"all theta",0.978979412635213,1.52823571561677,NA,NA,NA
