"","pp","magnitude.of.theta2","naive.SE.of.theta2","rel.location"
"1",0.0364986964751259,1.54971018147387,0.0584434243090234,0.207053800548519
"2",0.0334988036141566,3.16669030341191,0.0609389907253935,0.270276516784532
"3",0.0222849183957716,1.66772699761785,0.0729746770641331,0.0145752790053571
"4",0.0352130281061391,2.01249100927844,0.0435739035681425,53.437758767375
"5",0.0302489196814399,1.70107967979245,0.0406392501779042,0.28317522777187
"6",0.026141923502732,2.35391061469666,0.0500373284666167,1.6092344196159
"7",0.0532838112924538,2.77736257895472,0.0450102575740091,0.804032002306463
"8",0.0322845612656691,2.18002944491256,0.0305256906605573,0.0753041857303721
"9",0.0287489732509553,2.81391617492032,0.0533219753488666,0.00109061640929222
"10",0.0314988750401771,2.53637967052139,0.0376178271420312,0.659043037561747
"11",0.0414985179100746,3.38405168719883,0.0555605654869084,1.0851579958073
"12",0.037855790864612,2.74456744374487,0.0286357033100881,0.00339784785162093
"13",0.0393557372950966,1.82308500248609,0.0435650863684828,1.7650579135786
"14",0.0413556658690761,2.93869512128091,0.0309601534198974,0.0172850965136958
"15",0.0411413878075783,2.30534442803617,0.0439192272927961,5.08831755014042
"16",0.0348558980036427,1.99525839987285,0.0483287554620357,1.06343497839955
"17",0.0428198992893111,1.05832111567972,0.0535580945408647,110.874241402538
"18",0.0519267169029678,1.2171853145956,0.0474668826616366,0.10447667829958
"19",0.0249991071747438,1.18383293766089,0.0444498592732902,66.3139906795072
"20",0.0423913431663155,1.23097425313799,0.0397063247705524,1254.28952354917
"21",0.0447484018427913,0.909264879835621,0.0634973644965597,0.0823834348459982
"22",0.0597478661476376,0.920533991036311,0.0229886364126279,0.117241001499763
"23",0.0495696582264919,2.06757907731814,0.0388169159986187,0.042682929156945
"24",0.0596764401271383,0.902807218579492,0.0176534161231304,0.418850001039471
"25",0.0516767258312203,0.966323006589671,0.0192403605460257,1.76979920855279
"26",0.0502839184314846,0.816464099086657,0.0351093023975943,16.3749909242473
"27",0.0561051391021749,1.11072288919614,0.0145238012143676,9.28628373745497
"28",0.0221063533445234,1.56411579591328,0.0497599046074429,0.129330445805078
"29",0.0310346059069319,1.26555662629361,0.0200776032099863,0.174985728272119
"30",0.0286418342202064,2.50713770756925,0.0231274038297651,0.00339786548131483
"31",0.031998857183672,1.55331407439567,0.0395173435237518,0.483579082323921
"32",0.0295346594764473,2.73293204346149,0.0833312998055755,3.4969671034862
"33",0.0393557372950966,2.41056174596892,0.0353439482442453,0.438764927421264
"34",0.0406414056640834,0.797118764599517,0.048146697826003,0.0261175002333277
"35",0.0500339273597372,1.78371483975568,0.0378487038932514,0.12203397267198
"36",0.0547480447126888,1.45936805957015,0.0431636149478728,0.508087144692418
"37",0.0422127781150673,1.00122161907359,0.0463946940843814,0.160762310693422
"38",0.0551408878254348,1.79880109433774,0.0442426955347119,4.92848254011214
"39",0.0271061747794722,1.21766399709661,0.0564052203654006,4.04308723748706
"40",0.0493910931752437,1.80102905500225,0.0509803790611013,8.16226654676182
"41",0.031320309988929,1.86609656460241,0.0329829730577072,0.893769053776086
"42",0.0330345344809114,2.79827375056206,0.0307748262081597,0.0533508675259804
"43",0.0371415306596193,1.68716545045111,0.0707090666883899,0.233277216533965
"44",0.0295346594764473,1.8838303742837,0.0245504412451481,0.178872111654677
"45",0.01560658547909,1.9866323451413,0.0345709937035299,0.363413527495764
"46",0.0318917181529231,2.28213099363223,0.0626209614874695,0.0464203356581563
"47",0.0197135816577979,2.05839767723038,0.0402418787428932,0.236009218437333
"48",0.016677975786579,1.90658438196497,0.0232622988617773,0.0447895827653342
"49",0.0324274133066676,1.96024067863755,0.0486425503354706,0.980426459082114
"50",0.033070247491161,2.04306963098236,0.0157643786299625,0.205044485255151
"51",0.0519267169029678,1.41511674195496,0.0515671860071421,0.0495814182029823
"52",0.0312845969786793,0.664904407875477,0.075736287399898,5.38248731985676
"53",0.0457840791400307,-0.249235969668696,0.0396277171254162,0.977191792390109
"54",0.0356772972393843,1.17724543131865,0.0365926623732686,0.369495270860569
"55",0.0307489018249348,1.64159794055581,0.0531535726515712,0.20217902384175
"56",0.0417485089818221,0.663186814249767,0.0329958880342931,24.8260803500494
"57",0.0421770651048177,0.40986254675142,0.0372264561592247,0.675252048454266
"58",0.0349630370343916,2.03107923368466,0.046832294792968,0.29223962043713
"59",0.033070247491161,0.792287954169502,0.0327112749400494,0.0247023451871693
"60",0.0479625727652584,0.750798232431626,0.0258587465640105,0.52321388319496
"61",0.223206314060212,0.428762659886782,0.00861630443019603,0.0464914445983247
"62",0.0393914503053462,2.09936364978798,0.0144632654850832,2.19472824323394
"63",0.0338916467269026,1.85506393101595,0.0410006291599317,5.25313927039535
"64",0.0337130816756544,1.64403171670245,0.0455203149552561,0.0525141527935767
"65",0.0277490089639656,2.08587515488966,0.0534784725225816,0.174689586092747
"66",0.0318917181529231,1.54678243945937,0.0230809791215562,0.415115444498112
"67",0.0401057105103389,1.72025725189731,0.015925502816088,2.60082819151856
"68",0.0270704617692225,2.21567583674402,0.0541828960112471,14.4317548258008
"69",0.0406056926538338,1.3388297387393,0.0539288437819607,0.129442214304338
"70",0.0723188457555087,1.97915675858878,0.0106802224300954,1.26696150996997
"71",0.0385700510696047,1.86606787281184,0.0474110537866848,1.19576570175305
"72",0.0754258776472269,1.82902227318235,0.0120306431908565,0.294290317418032
"73",0.0382486339773579,2.0968112402558,0.0536381647758973,1.59217233811567
