"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-95.9491115911671,2.97501495227746,0.0177787974451068,0.137572083168576,467.646489398507
"prior",-40.3694221877167,9.63407059994458,0.0575735559369718,0.387799923205315,617.169153539027
"alpha",0.0966957015606242,0.0305637046754342,0.00018264980960201,0.00116631134733367,686.725204298292
"sig2",0.365614552033016,0.102078070968329,0.00061002226087767,0.00240077791166286,1807.84392930451
"k",5.2002428484697,2.10015508227225,0.012550603075943,0.0848340454879493,612.861550805588
"ntheta",6.2002428484697,2.10015508227225,0.012550603075943,0.0848340454879493,612.861550805588
"root",0.272491738588194,0.474614870898927,0.00283631571252708,0.0147779477455145,1031.46484378108
"all theta",1.03540413712174,1.5457037569403,NA,NA,NA
