"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-97.3334757107962,3.07463475680594,0.0183741290164246,0.121240562389814,643.118762733054
"prior",-40.4030169506742,9.62617625430334,0.0575263790405969,0.393833914261665,597.422252391548
"alpha",0.116450588765019,0.0242659519145164,0.000145014210288465,0.000641859963290023,1429.26938578702
"sig2",0.45486798299467,0.108220320719358,0.000646728568554277,0.00203887997307891,2817.30790129595
"k",5.26888325416949,2.08591002733098,0.0124654741100528,0.0854080281435737,596.477070321844
"ntheta",6.26888325416949,2.08591002733098,0.0124654741100528,0.0854080281435737,596.477070321844
"root",0.190827351857472,0.532769436432204,0.00318384950906576,0.0149792165635317,1265.02877921534
"all theta",0.954156127844688,1.5807792278771,NA,NA,NA
