"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-94.1293649000782,3.04732283984478,0.0182109120083493,0.132943836110833,525.412645416053
"prior",-39.6079074501168,9.65728171699052,0.0577122664157606,0.389763830499052,613.912861045562
"alpha",0.107241951205108,0.0293215829465494,0.00017522684502057,0.00107564382027225,743.083899751775
"sig2",0.393580989929345,0.0977580084017834,0.000584205410020496,0.00206745403054534,2235.80007658067
"k",5.07439020034999,2.10741925122946,0.0125940140135581,0.0859001299505466,601.886003709818
"ntheta",6.07439020034999,2.10741925122946,0.0125940140135581,0.0859001299505466,601.886003709818
"root",0.27673416727487,0.505597866516628,0.00302147122003404,0.0173238500860013,851.768611070929
"all theta",0.902011776029221,1.51822441497996,NA,NA,NA
