"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-98.0068883952629,2.86837336512405,0.0171415034457023,0.111039869829649,667.28824483317
"prior",-40.0594732019347,9.45641381544599,0.0565118725380593,0.376270470689567,631.615332876044
"alpha",0.114097471332277,0.0269433963524654,0.000161014715528407,0.000803941210177399,1123.1974200947
"sig2",0.470048937166448,0.113034431315247,0.000675497868384899,0.00209149764848507,2920.83313055721
"k",5.18631477447234,2.05446374495684,0.0122775499840569,0.0821326296747311,625.699066872547
"ntheta",6.18631477447234,2.05446374495684,0.0122775499840569,0.0821326296747311,625.699066872547
"root",0.233810834872183,0.511922647489727,0.00305926834092559,0.0150146405327472,1162.46211513244
"all theta",1.06990112694793,1.56470788360164,NA,NA,NA
