"","Mean","SD","Naive SE","Time-series SE","Effective Size"
"lnL",-93.1277309319562,3.47582602936805,0.020771662637614,0.160809797552841,467.187325356891
"prior",-41.4248754635262,10.2565966938887,0.0612937944924296,0.465060715625334,486.392921786011
"alpha",0.109977154790327,0.0292659015073968,0.000174894090717137,0.000986638769108549,879.847612657204
"sig2",0.363999297088132,0.0947300652692124,0.000566110311846932,0.00210866895437036,2018.17519951972
"k",5.47012606692618,2.23022468803181,0.0133279037657408,0.101490742042998,482.885742086654
"ntheta",6.47012606692618,2.23022468803181,0.0133279037657408,0.101490742042998,482.885742086654
"root",0.27398266212007,0.468570331876045,0.00280019332771198,0.014158317127343,1095.28288910115
"all theta",1.06362681373604,1.56500058793367,NA,NA,NA
