0.38,0.
0.39,0.0004
0.4,0.0021
0.41,0.0087
0.42,0.0378
0.43,0.1225
0.44,0.2613
0.45,0.4432
0.46,0.692
0.47,1.0605
0.48,1.6129
0.49,2.3591
0.5,3.4077
0.51,4.8412
0.52,6.4491
0.53,7.9357
0.54,9.147
0.55,9.8343
0.56,9.8387
0.57,9.1476
0.58,7.9897
0.59,6.6283
0.6,5.3157
0.61,4.1788
0.62,3.1485
0.63,2.1948
0.64,1.4411
0.65,0.8876
0.66,0.5028
0.67,0.2606
0.68,0.1329
0.69,0.0621
0.7,0.029
0.71,0.0143
0.72,0.0064
0.73,0.003
0.74,0.0017
0.75,0.0006
0.76,0.0003
0.77,0.
